编码,名称
11.72267278,北京真视通科技股份有限公司
11.72267531,北京国通铁路专用设备制造厂
11.72357116,北京市京浙电子技术有限公司
11.72380034,北京科迪耐特测量技术有限公司
11.72389143,国能日新科技股份有限公司
11.7239566,北京东大正保科技有限公司
11.7239681,北京东方中科集成科技有限公司
11.72398298,北京思艾科技发展有限公司
11.7263401,北京中铁路网工程咨询有限公司
11.7263601,华夏认证中心有限公司
11.72637002,北京贝能达信息技术股份有限公司
11.7263734,北京市盈科律师事务所
11.72637863,北京北一机床有限责任公司
11.72800772T,安永（中国）企业咨询有限公司北京分公司
11.73344768,北京诺和远东科技有限公司
11.73348476X,中展国际展览工程（北京）有限公司
11.73509512,北京南航立科机械有限公司
11.73645035,通用电气运输系统（中国）有限公司
11.73646704,北京华泰科信科技有限公司
11.73649845,北京蓝天多维科技有限公司
11.73821972X,北京联科创业科技发展有限公司
11.73824076,机科发展科技股份有限公司
11.73825744W,北京兆迪科技有限公司
11.73847070E,北京万博汇管理顾问有限公司
11.73937697,北京顺辉华达贸易有限公司
11.74006244,北京东方明扬科技有限公司
11.74007545,北京市万奥印制设备有限公司
11.74040227,怡安翰威特咨询（上海）有限公司北京分公司
11.74042141,北京鸿升时代科技发展有限公司
11.7404357,北京华柏思科技有限公司
11.74155694,北京中质协卓越培训中心
11.74232849,北京均益展览展示有限公司
11.74263473,北京国联视讯信息技术股份有限公司
11.74264285,北京赛福斯特技术有限公司
11.74331127,北京兰光创新科技有限公司
11.74334795,柏石（北京）信息技术有限公司
11.74547196,北京世纪畅达铁路设备技术服务有限公司
11.74547584,中铁铁路产品认证中心
11.74549627,北京元恒时代科技有限公司
11.74610299,北京翠微大厦股份有限公司
11.74611784,北京青云精益检测设备有限公司
11.74613088,北京中实国金国际实验室能力验证研究有限公司
11.74613612,北京亿维讯科技有限公司
11.74614703,北京铁龙恒通车辆装备有限公司
11.74751885,北京恒丰正泰科技有限公司
11.74884293,北京鸿基点科技发展有限公司
11.74939371,北京泽艺模型艺术品有限公司
11.7501157,北京普华迅捷科技有限公司
11.75012311,北京信诺威信息技术有限公司
11.7501387,北京时代光华软件开发有限公司
11.75131996,北京恒瑞祥达科技发展有限公司
11.75132411,北京安格利商贸中心
11.75215178,欧雷安特铁道设备(北京)有限公司
11.75215407X,北京中车赛德铁道电气科技有限公司
11.75215756,北京东方乾海润滑设备有限公司
11.75217916,北京华路博通新技术有限公司
11.75218146,北京世纪天歌经济文化发展有限公司
11.75260670X,北京海冬青机电设备有限公司
11.75330685,北京君控赛奇科技有限公司
11.75466888,北京经纬恒润科技有限公司
11.75466912,北京诺典科技有限公司
11.75525524,北京齐岳电气设备有限公司
11.75526523,北京合之生科技发展有限公司
11.75601811,北京蓝宇天鸿科技有限公司
11.75604308,北京神州普惠科技股份有限公司 
11.7567002,安世亚太科技股份有限公司
11.75715688R,国网汇通金财（北京）信息科技有限公司
11.75728075K,北京贝杰尔机电设备有限公司
11.75772045,北京瑞信通智能数据技术有限公司
11.75774769,北京神舟京韵旅行社有限公司
11.75872474X,北京元年软件有限公司
11.75873233,北京北科阳光系统工程技术有限公司
11.75874149,北京国泰民康安全技术中心
11.75906335,北京甘来科技有限公司
11.75960427,北京市庆轩世纪科贸有限公司
11.7596474,北京福旺盛鑫商贸有限公司
11.76012315,北京网达信联科技发展有限公司
11.76013034,北京点聚信息技术有限公司
11.76090085,北京寰升科技有限公司
11.76215155,北京顺丰速运有限公司
11.76352209,交通运输科技传媒（北京）有限公司
11.76352281F,北京鼎汉展览展示有限公司
11.76364020F,达华集团北京建标诚和咨询有限公司
11.76421296,北京诺君安信息技术股份有限公司
11.76550273,曼恩商用车辆贸易（中国）有限公司
11.76577201Y,国能铁路装备有限责任公司
11.7662303X5,北京亮视线文化传播有限公司
11.76625538,北京黎赛科技有限责任公司
11.76676298,北京中铁瑞尔制动配件有限公司
11.76679088,北京达飞安评管理顾问有限公司
11.76750075,北京大提速传媒广告有限公司
11.76754166,北京康斯特仪表科技股份有限公司
11.76935084,法布劳格物流咨询（北京）有限公司
11.76992126,北京主导时代科技有限公司
11.76992869,北京东方昊为工业装备有限公司
11.77042324,北京大成方略纳税人俱乐部有限公司
11.77099549,北京新民联合文化传媒中心
11.77255178,亮克威泽(北京)涂料科技有限公司
11.77255325,北京蓝天昊友科技有限公司
11.77408306,厚安(北京)科技有限公司
11.77417992,北京中标金质科技有限责任公司
11.77472675,北京冠华天视数码科技有限公司
11.77473424,北京冠华元丰传媒技术有限公司
11.7754755,北京凯悦利盛通讯科技有限公司
11.77549171,北京北森云计算股份有限公司
11.77637732,普光新高（北京）技术开发有限公司
11.77639699,北京信诚路通科技发展有限公司
11.77674231L,天职（北京）国际工程项目管理有限公司
11.77767932,中特物流有限公司
11.77860098X,毕马威企业咨询（中国）有限公司北京分公司
11.77862598,北京德力爱得测控技术有限公司
11.78170257,里卡多认证（北京）有限公司
11.78250053,纳博特斯克铁路运输设备（北京）有限公司
11.78251209,北京安飞科技有限公司 
11.78324287,中国外运股份有限公司工程设备运输分公司
11.78324898,北京交大创新科技中心
11.78480398,必联（北京）电子商务科技有限公司
11.78484112,北京优威尔特科贸有限公司
11.78593256J,北京大象科技有限公司
11.78610387J,北京首科力通机电设备有限责任公司
11.78615815E,北京奥特尼克科技有限公司
11.78685116,北京高德维贸易有限公司
11.78687553,北京世纪千府国际工程设计有限公司
11.78775932,北京迪基透科技有限公司
11.79035420A,北京通达信科科技有限公司
11.79065179,北京艾捷默机器人系统有限公司
11.79160321,克诺尔南口供风设备（北京）有限公司
11.7916273,北京国信德勤咨询服务有限公司
11.79342902,北京中铁金麦技术服务有限公司
11.794053,艾力塔（北京）仪器仪表有限公司
11.79510556A,北京宏宇凯辰科技发展有限公司
11.79544369Q,北京先制科技有限公司
11.79598763,北京利时和广告有限公司
11.79599261,北京紫峰通达商贸有限公司
11.79673877,中审世纪工程造价咨询（北京）有限公司
11.79755132,泛联国际货运代理（上海）有限公司北京分公司
11.79904605X,北京高登博瑞机电贸易有限公司
11.79997083,北京腾翔伟业科技有限公司
11.80111303X,北京互感器厂变压器分厂
11.8011666,北京启明鑫通数码网络技术有限公司
11.80135709,北京市光明档案装具设备厂服务部
11.8014894,北京奥杰铭焊接设备有限公司
11.80172157X,北京麦弗瑞科技有限公司
11.80173742,北京同方昌晟成科贸有限公司
11.80173742,北京同方晟成科贸有限公司
11.80191258,北京北冶功能材料有限公司
11.80193108,北京好时机械设备经营公司汽车维修站
11.80198515,北京铁道大厦有限公司
11.80201881,安盛旅行援助服务（北京）有限公司
11.80202976,北京银行广安支行
11.80204153,中信国安有限责任公司
11.80204202,北京运通恒达科技有限公司
11.80205094X,北京颐和兴业科技有限公司
11.80206313,北京信博一科技有限公司
11.80208297,北京瑞国节能建筑工程有限公司
11.80208968,北京亿美软通科技有限公司
11.80209636,北京东方正达世纪电子技术有限公司
11.80212382X,紫光软件系统有限公司
11.8024233,北京新福润达绝缘材料有限责任公司
11.80265044,北京市凯商科技发展有限责任公司
11.80266395,北京中铁泰格技术开发有限公司
11.80285008,北京市裕豪经贸公司润滑油厂
11.80289657,北京福瑞达物流有限公司
11.80523477,上海德勤税务师事务所有限公司北京分所
11.80539718E,北京艾瑞思通科技有限公司
11.8054003,北京麒缘尚品家居用品有限公司
11.8084085,北京文博宏泰科技有限责任公司
11.80860453,北京广润信达科贸有限公司
11.8197497,卓越信诚（北京）管理咨询有限公司
11.82522473,北京鼎汉检测技术有限公司
11.82526407M,北京卓伦普华国际展览有限公司
11.82881146K,中兴华会计师事务所（特殊普通合伙）
11.83239535,北京万国智谷知识产权代理有限公司
11.83242865F,中国外运股份有限公司特种物流分公司
11.83991313X,北京五八信息技术有限公司
11.8436527XB,北京国能赢创能源信息技术有限公司
11.8448184,北京鑫星荣创科技有限公司
11.84796549,北京开成世纪数码科技有限公司
11.84815012G,北京上达创意广告有限责任公司
11.84831821M,北京华夏基石企业管理咨询有限公司
11.85502203,北京詹天佑土木工程科学技术发展基金会
11.855447,奇安信网神信息技术（北京）股份有限公司
11.85815642M,北京冠城科技发展有限公司
11.85895056Q,北京埃斯欧应用技术发展有限公司
11.87687577,北京世贸承企经济信息咨询中心
11.87763502,北京博鲁斯潘精密机床有限公司
11.88608441,北京百川天下网络科技有限公司
11.89203069G,中国铁道科学研究院集团有限公司铁道科学技术研究发展中心
11.90002847,北京恒昌世通机械销售有限公司
11.90011590J,云智慧（北京）科技有限公司
11.90805737T,北京瑞思天创科技有限公司
11.90842036A,中检协（北京）广告有限公司
11.91609452N,北京威拓国际投资顾问有限公司
11.91635845E,北京恒立伟业国际展览有限公司
11.92112131,北京普伟龙祥科技发展有限公司
11.92342557,天职国际会计师事务所（特殊普通合伙）
11.93220697Y,北京科瑞奥博科技发展有限公司
11.93290265,北京方诚世纪文化交流中心
11.93411714,北京国伟机械制造有限公司
11.93414392,百思国际会展(北京)有限公司
11.94566813,中知（北京）认证有限公司
11.95980443H,北京洛讯嘉绩商贸有限公司
11.96043641M,北京远通信德科技有限公司
11.96046930R,北京知元创通信息技术有限公司
11.96659781Y,北京天软纵横科技发展有限公司
11.96747555,北京金羊泰和投资咨询有限公司
11.9731272,研联国际企业管理咨询(北京)有限公司
11.97554924,华创拓新科技（北京）有限公司
11.97672503J,北京泰成新和科技有限公司
11.97684368N,交控科技股份有限公司
11.97696169Q,北京华萨文化传播有限公司
11.97743049T,《中国交通年鉴》社
11.98654321,北京纵横机电技术开发公司&克诺尔车辆设备（苏州）有限公司联合体
11.98906336L,北京和创世纪展览有限公司
11.99006058Y,北京普锐全球科技发展有限公司
11.99106666C,清研讯科（北京）科技有限公司
11.9982456X2,北京科英精益技术股份公司
11.A0025JQ51,北京京杰智新企业咨询有限公司
11.A002CRR3A,易码科技（北京）有限公司
11.A002TK47B,北京理工新源信息科技有限公司
